case_id,rel_dir,path_03,path_02,path_inf,path_infx,fs,n_intervals,n_rows,inception_s,variant,state,severity_pct,phase,load_pct,load_label,is_extra,group_id,motor_start,load_change,fault_start,fault_end,hreg_start,hreg_end,freg_start,freg_end
Healthy_case_data_5_Loading,Healthy case data\5% Loading,D:\Naveen\Healthy case data\5% Loading\Normal5Plaoding_03.out,D:\Naveen\Healthy case data\5% Loading\Normal5Plaoding_02.out,D:\Naveen\Healthy case data\5% Loading\Normal5Plaoding.inf,D:\Naveen\Healthy case data\5% Loading\Normal5Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,5,5,False,HLT_l5,50000,100000.0,,,101000,125001,,
Healthy_case_data_50_Loading,Healthy case data\50% Loading,D:\Naveen\Healthy case data\50% Loading\Normal50Plaoding_03.out,D:\Naveen\Healthy case data\50% Loading\Normal50Plaoding_02.out,D:\Naveen\Healthy case data\50% Loading\Normal50Plaoding.inf,D:\Naveen\Healthy case data\50% Loading\Normal50Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,50,50,False,HLT_l50,50000,100000.0,,,101000,125001,,
Healthy_case_data_55_Loading,Healthy case data\55% Loading,D:\Naveen\Healthy case data\55% Loading\Normal55Plaoding_03.out,D:\Naveen\Healthy case data\55% Loading\Normal55Plaoding_02.out,D:\Naveen\Healthy case data\55% Loading\Normal55Plaoding.inf,D:\Naveen\Healthy case data\55% Loading\Normal55Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,55,55,False,HLT_l55,50000,100000.0,,,101000,125001,,
Healthy_case_data_60_Loading,Healthy case data\60% Loading,D:\Naveen\Healthy case data\60% Loading\Normal60Plaoding_03.out,D:\Naveen\Healthy case data\60% Loading\Normal60Plaoding_02.out,D:\Naveen\Healthy case data\60% Loading\Normal60Plaoding.inf,D:\Naveen\Healthy case data\60% Loading\Normal60Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,60,60,False,HLT_l60,50000,100000.0,,,101000,125001,,
Healthy_case_data_65_Loading,Healthy case data\65% Loading,D:\Naveen\Healthy case data\65% Loading\Normal65Plaoding_03.out,D:\Naveen\Healthy case data\65% Loading\Normal65Plaoding_02.out,D:\Naveen\Healthy case data\65% Loading\Normal65Plaoding.inf,D:\Naveen\Healthy case data\65% Loading\Normal65Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,65,65,False,HLT_l65,50000,100000.0,,,101000,125001,,
Healthy_case_data_70_Loading,Healthy case data\70% Loading,D:\Naveen\Healthy case data\70% Loading\Normal70Plaoding_03.out,D:\Naveen\Healthy case data\70% Loading\Normal70Plaoding_02.out,D:\Naveen\Healthy case data\70% Loading\Normal70Plaoding.inf,D:\Naveen\Healthy case data\70% Loading\Normal70Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,70,70,False,HLT_l70,50000,100000.0,,,101000,125001,,
Healthy_case_data_75_Loading,Healthy case data\75% Loading,D:\Naveen\Healthy case data\75% Loading\Normal75Plaoding_03.out,D:\Naveen\Healthy case data\75% Loading\Normal75Plaoding_02.out,D:\Naveen\Healthy case data\75% Loading\Normal75Plaoding.inf,D:\Naveen\Healthy case data\75% Loading\Normal75Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,75,75,False,HLT_l75,50000,100000.0,,,101000,125001,,
Healthy_case_data_80_Loading,Healthy case data\80% Loading,D:\Naveen\Healthy case data\80% Loading\Normal80Plaoding_03.out,D:\Naveen\Healthy case data\80% Loading\Normal80Plaoding_02.out,D:\Naveen\Healthy case data\80% Loading\Normal80Plaoding.inf,D:\Naveen\Healthy case data\80% Loading\Normal80Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,80,80,False,HLT_l80,50000,100000.0,,,101000,125001,,
Healthy_case_data_85_Loading,Healthy case data\85% Loading,D:\Naveen\Healthy case data\85% Loading\Normal85Plaoding_03.out,D:\Naveen\Healthy case data\85% Loading\Normal85Plaoding_02.out,D:\Naveen\Healthy case data\85% Loading\Normal85Plaoding.inf,D:\Naveen\Healthy case data\85% Loading\Normal85Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,85,85,False,HLT_l85,50000,100000.0,,,101000,125001,,
Healthy_case_data_90_Loading,Healthy case data\90% Loading,D:\Naveen\Healthy case data\90% Loading\Normal90Plaoding_03.out,D:\Naveen\Healthy case data\90% Loading\Normal90Plaoding_02.out,D:\Naveen\Healthy case data\90% Loading\Normal90Plaoding.inf,D:\Naveen\Healthy case data\90% Loading\Normal90Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,90,90,False,HLT_l90,50000,100000.0,,,101000,125001,,
Healthy_case_data_95_Loading,Healthy case data\95% Loading,D:\Naveen\Healthy case data\95% Loading\Normal95Plaoding_03.out,D:\Naveen\Healthy case data\95% Loading\Normal95Plaoding_02.out,D:\Naveen\Healthy case data\95% Loading\Normal95Plaoding.inf,D:\Naveen\Healthy case data\95% Loading\Normal95Plaoding.infx,25000.0,125000,125001,,,healthy,0.0,,95,95,False,HLT_l95,50000,100000.0,,,101000,125001,,
TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT fault Data\0.3%\Phase_a_0.3%\0.3%_100%,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_100%\TTfault_25k_phase_a_0.3%_loading100%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_100%\TTfault_25k_phase_a_0.3%_loading100%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_100%\TT25kphasea_0.3%_load100.inf,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_100%\TT25kphasea_0.3%_load100.infx,25000.0,250000,250001,7.2,,faulty,0.3,A,100,100,False,TT_s0.3_pA_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT fault Data\0.3%\Phase_a_0.3%\0.3%_20%,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_20%\TTfault_25k_phase_a_0.3%_loading20%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_20%\TTfault_25k_phase_a_0.3%_loading20%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_20%\TT25kphasea_0.3%_load20.inf,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_20%\TT25kphasea_0.3%_load20.infx,25000.0,250000,250001,7.2,,faulty,0.3,A,20,20,False,TT_s0.3_pA_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT fault Data\0.3%\Phase_a_0.3%\0.3%_40%,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_40%\TTfault_25k_phase_a_0.3%_loading40%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_40%\TTfault_25k_phase_a_0.3%_loading40%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_40%\TT25kphasea_0.3%_load40.inf,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_40%\TT25kphasea_0.3%_load40.infx,25000.0,250000,250001,7.2,,faulty,0.3,A,40,40,False,TT_s0.3_pA_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT fault Data\0.3%\Phase_a_0.3%\0.3%_60%,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_60%\TTfault_25k_phase_a_0.3%_loading60%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_60%\TTfault_25k_phase_a_0.3%_loading60%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_60%\TT25kphasea_0.3%_load60.inf,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_60%\TT25kphasea_0.3%_load60.infx,25000.0,250000,250001,7.2,,faulty,0.3,A,60,60,False,TT_s0.3_pA_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT fault Data\0.3%\Phase_a_0.3%\0.3%_80%,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_80%\TTfault_25k_phase_a_0.3%_loading80%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_80%\TTfault_25k_phase_a_0.3%_loading80%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_80%\TT25kphasea_0.3%_load80.inf,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_80%\TT25kphasea_0.3%_load80.infx,25000.0,250000,250001,7.2,,faulty,0.3,A,80,80,False,TT_s0.3_pA_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_a_0_3_0_3_NL,TT fault Data\0.3%\Phase_a_0.3%\0.3%_NL%,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_NL%\TTfault_25k_phase_a_0.3%_loading_NL_03.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_NL%\TTfault_25k_phase_a_0.3%_loading_NL_02.out,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_NL%\TT25kphasea_0.3%_loadNL.inf,D:\Naveen\TT fault Data\0.3%\Phase_a_0.3%\0.3%_NL%\TT25kphasea_0.3%_loadNL.infx,25000.0,250000,250001,7.2,,faulty,0.3,A,0,NL,False,TT_s0.3_pA_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_b_0_3_0_3_100,TT fault Data\0.3%\Phase_b_0.3%\0.3%_100%,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_100%\TTfault_25k_phase_b_0.3%_loading100%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_100%\TTfault_25k_phase_b_0.3%_loading100%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_100%\TT25kphaseb_0.3%_load100.inf,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_100%\TT25kphaseb_0.3%_load100.infx,25000.0,250000,250001,7.2,,faulty,0.3,B,100,100,False,TT_s0.3_pB_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_b_0_3_0_3_20,TT fault Data\0.3%\Phase_b_0.3%\0.3%_20%,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_20%\TTfault_25k_phase_b_0.3%_loading20%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_20%\TTfault_25k_phase_b_0.3%_loading20%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_20%\TT25kphaseb_0.3%_load20.inf,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_20%\TT25kphaseb_0.3%_load20.infx,25000.0,250000,250001,7.2,,faulty,0.3,B,20,20,False,TT_s0.3_pB_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_b_0_3_0_3_40,TT fault Data\0.3%\Phase_b_0.3%\0.3%_40%,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_40%\TTfault_25k_phase_b_0.3%_loading40%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_40%\TTfault_25k_phase_b_0.3%_loading40%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_40%\TT25kphaseb_0.3%_load40.inf,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_40%\TT25kphaseb_0.3%_load40.infx,25000.0,250000,250001,7.2,,faulty,0.3,B,40,40,False,TT_s0.3_pB_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_b_0_3_0_3_60,TT fault Data\0.3%\Phase_b_0.3%\0.3%_60%,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_60%\TTfault_25k_phase_b_0.3%_loading60%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_60%\TTfault_25k_phase_b_0.3%_loading60%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_60%\TT25kphaseb_0.3%_load60.inf,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_60%\TT25kphaseb_0.3%_load60.infx,25000.0,250000,250001,7.2,,faulty,0.3,B,60,60,False,TT_s0.3_pB_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_b_0_3_0_3_80,TT fault Data\0.3%\Phase_b_0.3%\0.3%_80%,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_80%\TTfault_25k_phase_b_0.3%_loading80%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_80%\TTfault_25k_phase_b_0.3%_loading80%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_80%\TT25kphaseb_0.3%_load80.inf,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_80%\TT25kphaseb_0.3%_load80.infx,25000.0,250000,250001,7.2,,faulty,0.3,B,80,80,False,TT_s0.3_pB_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_b_0_3_0_3_NL,TT fault Data\0.3%\Phase_b_0.3%\0.3%_NL%,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_NL%\TTfault_25k_phase_b_0.3%_loading_NL_03.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_NL%\TTfault_25k_phase_b_0.3%_loading_NL_02.out,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_NL%\TT25kphaseb_0.3%_loadNL.inf,D:\Naveen\TT fault Data\0.3%\Phase_b_0.3%\0.3%_NL%\TT25kphaseb_0.3%_loadNL.infx,25000.0,250000,250001,7.2,,faulty,0.3,B,0,NL,False,TT_s0.3_pB_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_c_0_3_0_3_100,TT fault Data\0.3%\Phase_c_0.3%\0.3%_100%,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_100%\TTfault_25k_phase_c_0.3%_loading100%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_100%\TTfault_25k_phase_c_0.3%_loading100%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_100%\TT25kphasec_0.3%_load100.inf,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_100%\TT25kphasec_0.3%_load100.infx,25000.0,250000,250001,7.2,,faulty,0.3,C,100,100,False,TT_s0.3_pC_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_c_0_3_0_3_20,TT fault Data\0.3%\Phase_c_0.3%\0.3%_20%,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_20%\TTfault_25k_phase_c_0.3%_loading20%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_20%\TTfault_25k_phase_c_0.3%_loading20%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_20%\TT25kphasec_0.3%_load20.inf,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_20%\TT25kphasec_0.3%_load20.infx,25000.0,250000,250001,7.2,,faulty,0.3,C,20,20,False,TT_s0.3_pC_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_c_0_3_0_3_40,TT fault Data\0.3%\Phase_c_0.3%\0.3%_40%,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_40%\TTfault_25k_phase_c_0.3%_loading40%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_40%\TTfault_25k_phase_c_0.3%_loading40%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_40%\TT25kphasec_0.3%_load40.inf,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_40%\TT25kphasec_0.3%_load40.infx,25000.0,250000,250001,7.2,,faulty,0.3,C,40,40,False,TT_s0.3_pC_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_c_0_3_0_3_60,TT fault Data\0.3%\Phase_c_0.3%\0.3%_60%,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_60%\TTfault_25k_phase_c_0.3%_loading60%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_60%\TTfault_25k_phase_c_0.3%_loading60%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_60%\TT25kphasec_0.3%_load60.inf,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_60%\TT25kphasec_0.3%_load60.infx,25000.0,250000,250001,7.2,,faulty,0.3,C,60,60,False,TT_s0.3_pC_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_c_0_3_0_3_80,TT fault Data\0.3%\Phase_c_0.3%\0.3%_80%,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_80%\TTfault_25k_phase_c_0.3%_loading80%_03.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_80%\TTfault_25k_phase_c_0.3%_loading80%_02.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_80%\TT25kphasec_0.3%_load80.inf,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_80%\TT25kphasec_0.3%_load80.infx,25000.0,250000,250001,7.2,,faulty,0.3,C,80,80,False,TT_s0.3_pC_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_3_Phase_c_0_3_0_3_NL,TT fault Data\0.3%\Phase_c_0.3%\0.3%_NL%,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_NL%\TTfault_25k_phase_c_0.3%_loading_NL_03.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_NL%\TTfault_25k_phase_c_0.3%_loading_NL_02.out,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_NL%\TT25kphasec_0.3%_loadNL.inf,D:\Naveen\TT fault Data\0.3%\Phase_c_0.3%\0.3%_NL%\TT25kphasec_0.3%_loadNL.infx,25000.0,250000,250001,7.2,,faulty,0.3,C,0,NL,False,TT_s0.3_pC_lNL,50000,,180000.0,200000.0,80000,179500,180500.0,199500.0
TT_fault_Data_0_5_Phase_a_0_5_0_5_100,TT fault Data\0.5%\Phase_a_0.5%\0.5%_100%,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_100%\TTfault25kphaseA0p5loading100_03.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_100%\TTfault25kphaseA0p5loading100_02.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_100%\TTfault25kphaseA0p5loading100.inf,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_100%\TTfault25kphaseA0p5loading100.infx,25000.0,250000,250001,7.2,,faulty,0.5,A,100,100,False,TT_s0.5_pA_l100,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_5_Phase_a_0_5_0_5_20,TT fault Data\0.5%\Phase_a_0.5%\0.5%_20%,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_20%\TTfault_25k_phase_a_0.5%_loading_20%_03.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_20%\TTfault_25k_phase_a_0.5%_loading_20%_02.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_20%\TT25kphasea0P5load20.inf,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_20%\TT25kphasea0P5load20.infx,25000.0,250000,250001,7.2,,faulty,0.5,A,20,20,False,TT_s0.5_pA_l20,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_5_Phase_a_0_5_0_5_40,TT fault Data\0.5%\Phase_a_0.5%\0.5%_40%,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_40%\TTfault_25k_phase_a_0.5%_loading_40%_03.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_40%\TTfault_25k_phase_a_0.5%_loading_40%_02.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_40%\TT25kphasea0P5load40.inf,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_40%\TT25kphasea0P5load40.infx,25000.0,250000,250001,7.2,,faulty,0.5,A,40,40,False,TT_s0.5_pA_l40,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_5_Phase_a_0_5_0_5_60,TT fault Data\0.5%\Phase_a_0.5%\0.5%_60%,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_60%\TTfault25kphaseA0p5loading60_03.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_60%\TTfault25kphaseA0p5loading60_02.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_60%\TTfault25kphaseA0p5loading60.inf,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_60%\TTfault25kphaseA0p5loading60.infx,25000.0,250000,250001,7.2,,faulty,0.5,A,60,60,False,TT_s0.5_pA_l60,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
TT_fault_Data_0_5_Phase_a_0_5_0_5_80,TT fault Data\0.5%\Phase_a_0.5%\0.5%_80%,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_80%\TTfault_25k_phase_a_0.5%_loading_80%_03.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_80%\TTfault_25k_phase_a_0.5%_loading_80%_02.out,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_80%\TT25kphasea0P5load80.inf,D:\Naveen\TT fault Data\0.5%\Phase_a_0.5%\0.5%_80%\TT25kphasea0P5load80.infx,25000.0,250000,250001,7.2,,faulty,0.5,A,80,80,False,TT_s0.5_pA_l80,50000,100000.0,180000.0,200000.0,110000,179500,180500.0,199500.0
