window_id,case_id,group_id,state,label,severity_pct,phase,load_label,load_pct,inception_s,variant,region,src_start,scale
38,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,121000,0.007596166804432869
39,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,101000,0.00875984039157629
40,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,105000,0.00875984039157629
41,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,109000,0.00875984039157629
42,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,113000,0.00875984039157629
43,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,117000,0.00875984039157629
44,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,121000,0.00875984039157629
45,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,101000,0.009984424337744713
46,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,105000,0.009984424337744713
47,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,109000,0.009984424337744713
48,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,113000,0.009984424337744713
49,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,117000,0.009984424337744713
50,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,121000,0.009984424337744713
51,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,101000,0.011246549896895885
52,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,105000,0.011246549896895885
53,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,109000,0.011246549896895885
54,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,113000,0.011246549896895885
55,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,117000,0.011246549896895885
56,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,121000,0.011246549896895885
57,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,101000,0.012531867250800133
58,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,105000,0.012531867250800133
59,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,109000,0.012531867250800133
60,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,113000,0.012531867250800133
61,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,117000,0.012531867250800133
62,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,121000,0.012531867250800133
63,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,101000,0.013831290416419506
64,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,105000,0.013831290416419506
65,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,109000,0.013831290416419506
66,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,113000,0.013831290416419506
67,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,117000,0.013831290416419506
68,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,121000,0.013831290416419506
69,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,101000,0.004996773321181536
70,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,105000,0.004996773321181536
71,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,109000,0.004996773321181536
72,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,113000,0.004996773321181536
73,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,117000,0.004996773321181536
74,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,121000,0.004996773321181536
75,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,101000,0.015138883143663406
76,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,105000,0.015138883143663406
77,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,109000,0.015138883143663406
78,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,113000,0.015138883143663406
79,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,117000,0.015138883143663406
80,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,121000,0.015138883143663406
81,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,101000,0.016450654715299606
82,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,105000,0.016450654715299606
83,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,109000,0.016450654715299606
84,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,113000,0.016450654715299606
85,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,117000,0.016450654715299606
86,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,121000,0.016450654715299606
87,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,101000,0.017763858661055565
88,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,105000,0.017763858661055565
89,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,109000,0.017763858661055565
90,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,113000,0.017763858661055565
91,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,117000,0.017763858661055565
92,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,121000,0.017763858661055565
93,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,101000,0.019076555967330933
94,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,105000,0.019076555967330933
95,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,109000,0.019076555967330933
96,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,113000,0.019076555967330933
97,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,117000,0.019076555967330933
98,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,121000,0.019076555967330933
99,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,101000,0.02038736268877983
100,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,105000,0.02038736268877983
101,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,109000,0.02038736268877983
102,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,113000,0.02038736268877983
103,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,117000,0.02038736268877983
104,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,121000,0.02038736268877983
105,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,101000,0.021695272997021675
106,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,105000,0.021695272997021675
107,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,109000,0.021695272997021675
108,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,113000,0.021695272997021675
109,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,117000,0.021695272997021675
110,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,121000,0.021695272997021675
111,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,101000,0.022999553009867668
112,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,105000,0.022999553009867668
113,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,109000,0.022999553009867668
114,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,113000,0.022999553009867668
115,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,117000,0.022999553009867668
116,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,121000,0.022999553009867668
117,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,101000,0.024299651384353638
118,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,105000,0.024299651384353638
119,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,109000,0.024299651384353638
120,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,113000,0.024299651384353638
121,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,117000,0.024299651384353638
122,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,121000,0.024299651384353638
123,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,101000,0.02559516578912735
124,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,105000,0.02559516578912735
125,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,109000,0.02559516578912735
126,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,113000,0.02559516578912735
127,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,117000,0.02559516578912735
128,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,121000,0.02559516578912735
129,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,101000,0.02688579261302948
130,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,105000,0.02688579261302948
131,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,109000,0.02688579261302948
132,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,113000,0.02688579261302948
133,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,117000,0.02688579261302948
134,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,121000,0.02688579261302948
135,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,110000,0.028168585151433945
136,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,114000,0.028168585151433945
137,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,118000,0.028168585151433945
138,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,122000,0.028168585151433945
139,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,126000,0.028168585151433945
140,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,130000,0.028168585151433945
141,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,134000,0.028168585151433945
142,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,138000,0.028168585151433945
143,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,142000,0.028168585151433945
144,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,146000,0.028168585151433945
145,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,150000,0.028168585151433945
146,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,154000,0.028168585151433945
147,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,158000,0.028168585151433945
148,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,162000,0.028168585151433945
149,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,166000,0.028168585151433945
150,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,170000,0.028168585151433945
151,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,174000,0.028168585151433945
152,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,180500,0.028168585151433945
153,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,181000,0.028168585151433945
154,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,181500,0.028168585151433945
155,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,182000,0.028168585151433945
156,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,182500,0.028168585151433945
157,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,183000,0.028168585151433945
158,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,183500,0.028168585151433945
159,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,184000,0.028168585151433945
160,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,184500,0.028168585151433945
161,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,185000,0.028168585151433945
162,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,185500,0.028168585151433945
163,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,186000,0.028168585151433945
164,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,186500,0.028168585151433945
165,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,187000,0.028168585151433945
166,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,187500,0.028168585151433945
167,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,188000,0.028168585151433945
168,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,188500,0.028168585151433945
169,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,189000,0.028168585151433945
170,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,189500,0.028168585151433945
171,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,190000,0.028168585151433945
172,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,190500,0.028168585151433945
173,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,191000,0.028168585151433945
174,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,191500,0.028168585151433945
175,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,192000,0.028168585151433945
176,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,192500,0.028168585151433945
177,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,193000,0.028168585151433945
178,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,193500,0.028168585151433945
179,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,194000,0.028168585151433945
180,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,194500,0.028168585151433945
181,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,195000,0.028168585151433945
182,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,195500,0.028168585151433945
183,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,196000,0.028168585151433945
184,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,196500,0.028168585151433945
185,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,197000,0.028168585151433945
186,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,197500,0.028168585151433945
187,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,110000,0.007593279704451561
188,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,114000,0.007593279704451561
189,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,118000,0.007593279704451561
190,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,122000,0.007593279704451561
191,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,126000,0.007593279704451561
192,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,130000,0.007593279704451561
193,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,134000,0.007593279704451561
194,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,138000,0.007593279704451561
195,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,142000,0.007593279704451561
196,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,146000,0.007593279704451561
197,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,150000,0.007593279704451561
198,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,154000,0.007593279704451561
199,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,158000,0.007593279704451561
200,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,162000,0.007593279704451561
201,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,166000,0.007593279704451561
202,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,170000,0.007593279704451561
203,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,174000,0.007593279704451561
204,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,180500,0.007593279704451561
205,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,181000,0.007593279704451561
206,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,181500,0.007593279704451561
207,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,182000,0.007593279704451561
208,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,182500,0.007593279704451561
209,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,183000,0.007593279704451561
210,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,183500,0.007593279704451561
211,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,184000,0.007593279704451561
