window_id,case_id,group_id,state,label,severity_pct,phase,load_label,load_pct,inception_s,variant,region,src_start,scale
20,Healthy_case_data_10_Loading,HLT_l10,healthy,0,0.0,,10,10,,,steady,121000,0.0056329807266592
21,Healthy_case_data_100_Loading,HLT_l100,healthy,0,0.0,,100,100,,,steady,101000,0.0281713102012872
22,Healthy_case_data_100_Loading,HLT_l100,healthy,0,0.0,,100,100,,,steady,105000,0.0281713102012872
23,Healthy_case_data_100_Loading,HLT_l100,healthy,0,0.0,,100,100,,,steady,109000,0.0281713102012872
24,Healthy_case_data_100_Loading,HLT_l100,healthy,0,0.0,,100,100,,,steady,113000,0.0281713102012872
25,Healthy_case_data_100_Loading,HLT_l100,healthy,0,0.0,,100,100,,,steady,117000,0.0281713102012872
26,Healthy_case_data_100_Loading,HLT_l100,healthy,0,0.0,,100,100,,,steady,121000,0.0281713102012872
27,Healthy_case_data_15_Loading,HLT_l15,healthy,0,0.0,,15,15,,,steady,101000,0.0065323584713041
28,Healthy_case_data_15_Loading,HLT_l15,healthy,0,0.0,,15,15,,,steady,105000,0.0065323584713041
29,Healthy_case_data_15_Loading,HLT_l15,healthy,0,0.0,,15,15,,,steady,109000,0.0065323584713041
30,Healthy_case_data_15_Loading,HLT_l15,healthy,0,0.0,,15,15,,,steady,113000,0.0065323584713041
31,Healthy_case_data_15_Loading,HLT_l15,healthy,0,0.0,,15,15,,,steady,117000,0.0065323584713041
32,Healthy_case_data_15_Loading,HLT_l15,healthy,0,0.0,,15,15,,,steady,121000,0.0065323584713041
33,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,101000,0.0075961668044328
34,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,105000,0.0075961668044328
35,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,109000,0.0075961668044328
36,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,113000,0.0075961668044328
37,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,117000,0.0075961668044328
38,Healthy_case_data_20_Loading,HLT_l20,healthy,0,0.0,,20,20,,,steady,121000,0.0075961668044328
39,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,101000,0.0087598403915762
40,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,105000,0.0087598403915762
41,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,109000,0.0087598403915762
42,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,113000,0.0087598403915762
43,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,117000,0.0087598403915762
44,Healthy_case_data_25_Loading,HLT_l25,healthy,0,0.0,,25,25,,,steady,121000,0.0087598403915762
45,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,101000,0.0099844243377447
46,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,105000,0.0099844243377447
47,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,109000,0.0099844243377447
48,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,113000,0.0099844243377447
49,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,117000,0.0099844243377447
50,Healthy_case_data_30_Loading,HLT_l30,healthy,0,0.0,,30,30,,,steady,121000,0.0099844243377447
51,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,101000,0.0112465498968958
52,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,105000,0.0112465498968958
53,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,109000,0.0112465498968958
54,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,113000,0.0112465498968958
55,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,117000,0.0112465498968958
56,Healthy_case_data_35_Loading,HLT_l35,healthy,0,0.0,,35,35,,,steady,121000,0.0112465498968958
57,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,101000,0.0125318672508001
58,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,105000,0.0125318672508001
59,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,109000,0.0125318672508001
60,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,113000,0.0125318672508001
61,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,117000,0.0125318672508001
62,Healthy_case_data_40_Loading,HLT_l40,healthy,0,0.0,,40,40,,,steady,121000,0.0125318672508001
63,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,101000,0.0138312904164195
64,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,105000,0.0138312904164195
65,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,109000,0.0138312904164195
66,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,113000,0.0138312904164195
67,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,117000,0.0138312904164195
68,Healthy_case_data_45_Loading,HLT_l45,healthy,0,0.0,,45,45,,,steady,121000,0.0138312904164195
69,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,101000,0.0049967733211815
70,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,105000,0.0049967733211815
71,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,109000,0.0049967733211815
72,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,113000,0.0049967733211815
73,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,117000,0.0049967733211815
74,Healthy_case_data_5_Loading,HLT_l5,healthy,0,0.0,,5,5,,,steady,121000,0.0049967733211815
75,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,101000,0.0151388831436634
76,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,105000,0.0151388831436634
77,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,109000,0.0151388831436634
78,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,113000,0.0151388831436634
79,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,117000,0.0151388831436634
80,Healthy_case_data_50_Loading,HLT_l50,healthy,0,0.0,,50,50,,,steady,121000,0.0151388831436634
81,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,101000,0.0164506547152996
82,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,105000,0.0164506547152996
83,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,109000,0.0164506547152996
84,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,113000,0.0164506547152996
85,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,117000,0.0164506547152996
86,Healthy_case_data_55_Loading,HLT_l55,healthy,0,0.0,,55,55,,,steady,121000,0.0164506547152996
87,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,101000,0.0177638586610555
88,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,105000,0.0177638586610555
89,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,109000,0.0177638586610555
90,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,113000,0.0177638586610555
91,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,117000,0.0177638586610555
92,Healthy_case_data_60_Loading,HLT_l60,healthy,0,0.0,,60,60,,,steady,121000,0.0177638586610555
93,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,101000,0.0190765559673309
94,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,105000,0.0190765559673309
95,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,109000,0.0190765559673309
96,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,113000,0.0190765559673309
97,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,117000,0.0190765559673309
98,Healthy_case_data_65_Loading,HLT_l65,healthy,0,0.0,,65,65,,,steady,121000,0.0190765559673309
99,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,101000,0.0203873626887798
100,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,105000,0.0203873626887798
101,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,109000,0.0203873626887798
102,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,113000,0.0203873626887798
103,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,117000,0.0203873626887798
104,Healthy_case_data_70_Loading,HLT_l70,healthy,0,0.0,,70,70,,,steady,121000,0.0203873626887798
105,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,101000,0.0216952729970216
106,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,105000,0.0216952729970216
107,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,109000,0.0216952729970216
108,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,113000,0.0216952729970216
109,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,117000,0.0216952729970216
110,Healthy_case_data_75_Loading,HLT_l75,healthy,0,0.0,,75,75,,,steady,121000,0.0216952729970216
111,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,101000,0.0229995530098676
112,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,105000,0.0229995530098676
113,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,109000,0.0229995530098676
114,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,113000,0.0229995530098676
115,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,117000,0.0229995530098676
116,Healthy_case_data_80_Loading,HLT_l80,healthy,0,0.0,,80,80,,,steady,121000,0.0229995530098676
117,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,101000,0.0242996513843536
118,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,105000,0.0242996513843536
119,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,109000,0.0242996513843536
120,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,113000,0.0242996513843536
121,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,117000,0.0242996513843536
122,Healthy_case_data_85_Loading,HLT_l85,healthy,0,0.0,,85,85,,,steady,121000,0.0242996513843536
123,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,101000,0.0255951657891273
124,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,105000,0.0255951657891273
125,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,109000,0.0255951657891273
126,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,113000,0.0255951657891273
127,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,117000,0.0255951657891273
128,Healthy_case_data_90_Loading,HLT_l90,healthy,0,0.0,,90,90,,,steady,121000,0.0255951657891273
129,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,101000,0.0268857926130294
130,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,105000,0.0268857926130294
131,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,109000,0.0268857926130294
132,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,113000,0.0268857926130294
133,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,117000,0.0268857926130294
134,Healthy_case_data_95_Loading,HLT_l95,healthy,0,0.0,,95,95,,,steady,121000,0.0268857926130294
137,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,118000,0.0281685851514339
139,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,126000,0.0281685851514339
145,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,150000,0.0281685851514339
146,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,healthy,0,0.0,,100,100,7.2,,prefault,154000,0.0281685851514339
157,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,183000,0.0281685851514339
161,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,185000,0.0281685851514339
163,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,186000,0.0281685851514339
164,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,186500,0.0281685851514339
165,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,187000,0.0281685851514339
166,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,187500,0.0281685851514339
167,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,188000,0.0281685851514339
169,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,189000,0.0281685851514339
172,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,190500,0.0281685851514339
175,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,192000,0.0281685851514339
177,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,193000,0.0281685851514339
178,TT_fault_Data_0_3_Phase_a_0_3_0_3_100,TT_s0.3_pA_l100,faulty,1,0.3,A,100,100,7.2,,fault,193500,0.0281685851514339
189,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,118000,0.0075932797044515
191,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,126000,0.0075932797044515
197,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,150000,0.0075932797044515
198,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,healthy,0,0.0,,20,20,7.2,,prefault,154000,0.0075932797044515
209,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,183000,0.0075932797044515
213,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,185000,0.0075932797044515
215,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,186000,0.0075932797044515
216,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,186500,0.0075932797044515
217,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,187000,0.0075932797044515
218,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,187500,0.0075932797044515
219,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,188000,0.0075932797044515
221,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,189000,0.0075932797044515
224,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,190500,0.0075932797044515
227,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,192000,0.0075932797044515
229,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,193000,0.0075932797044515
230,TT_fault_Data_0_3_Phase_a_0_3_0_3_20,TT_s0.3_pA_l20,faulty,1,0.3,A,20,20,7.2,,fault,193500,0.0075932797044515
241,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,healthy,0,0.0,,40,40,7.2,,prefault,118000,0.0125286476686596
243,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,healthy,0,0.0,,40,40,7.2,,prefault,126000,0.0125286476686596
249,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,healthy,0,0.0,,40,40,7.2,,prefault,150000,0.0125286476686596
250,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,healthy,0,0.0,,40,40,7.2,,prefault,154000,0.0125286476686596
261,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,183000,0.0125286476686596
265,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,185000,0.0125286476686596
267,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,186000,0.0125286476686596
268,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,186500,0.0125286476686596
269,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,187000,0.0125286476686596
270,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,187500,0.0125286476686596
271,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,188000,0.0125286476686596
273,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,189000,0.0125286476686596
276,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,190500,0.0125286476686596
279,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,192000,0.0125286476686596
281,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,193000,0.0125286476686596
282,TT_fault_Data_0_3_Phase_a_0_3_0_3_40,TT_s0.3_pA_l40,faulty,1,0.3,A,40,40,7.2,,fault,193500,0.0125286476686596
293,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,healthy,0,0.0,,60,60,7.2,,prefault,118000,0.0177607033401727
295,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,healthy,0,0.0,,60,60,7.2,,prefault,126000,0.0177607033401727
301,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,healthy,0,0.0,,60,60,7.2,,prefault,150000,0.0177607033401727
302,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,healthy,0,0.0,,60,60,7.2,,prefault,154000,0.0177607033401727
313,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,183000,0.0177607033401727
317,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,185000,0.0177607033401727
319,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,186000,0.0177607033401727
320,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,186500,0.0177607033401727
321,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,187000,0.0177607033401727
322,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,187500,0.0177607033401727
323,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,188000,0.0177607033401727
325,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,189000,0.0177607033401727
328,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,190500,0.0177607033401727
331,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,192000,0.0177607033401727
333,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,193000,0.0177607033401727
334,TT_fault_Data_0_3_Phase_a_0_3_0_3_60,TT_s0.3_pA_l60,faulty,1,0.3,A,60,60,7.2,,fault,193500,0.0177607033401727
345,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,healthy,0,0.0,,80,80,7.2,,prefault,118000,0.0229965765029191
347,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,healthy,0,0.0,,80,80,7.2,,prefault,126000,0.0229965765029191
353,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,healthy,0,0.0,,80,80,7.2,,prefault,150000,0.0229965765029191
354,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,healthy,0,0.0,,80,80,7.2,,prefault,154000,0.0229965765029191
365,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,183000,0.0229965765029191
369,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,185000,0.0229965765029191
371,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,186000,0.0229965765029191
372,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,186500,0.0229965765029191
373,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,187000,0.0229965765029191
374,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,187500,0.0229965765029191
375,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,188000,0.0229965765029191
377,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,189000,0.0229965765029191
380,TT_fault_Data_0_3_Phase_a_0_3_0_3_80,TT_s0.3_pA_l80,faulty,1,0.3,A,80,80,7.2,,fault,190500,0.0229965765029191
